0.122649 0.186231 0.879663	0.226908 0.417312 0.554624	0.517226 0.458739 -0.558099	0.487276 0.926283 -50.3585
0.837703 0.84587 -0.566714	0.207562 1.35266 0.475334	0.476559 0.667216 0.147426	0.473961 1.11516 0.386168
0.570279 0.334853 0.580986	0.281068 1.89033 3.8374	0.392145 0.856026 -2.38169	0.564964 1.02983 -0.45744
0.694199 0.173171 -7.13856	0.693899 1.34787 -5.12393	0.537422 0.519418 -0.256938	0.499561 0.821167 0.00869765
0.964501 0.208053 15.3181	0.463814 1.47594 -2.08808	0.459679 1.09863 -1.05586	0.468823 1.17449 6.39868
0.470879 0.842164 -1.49978	0.639361 1.01885 -2.55038	0.456692 0.749011 -0.327025	0.505364 1.15141 -0.390593
0.265262 0.120937 0.0571289	0.889166 0.616251 -1.10868	0.538916 0.967131 0.661644	0.49542 0.845891 0.971821
0.865023 1.68405 -1.29856	0.281261 1.30677 0.812222	0.409944 0.914021 1.48706	0.483573 1.01616 -0.77895
0.837831 0.0426122 0.904689	0.468741 0.229904 -0.406855	0.39933 1.13459 0.213102	0.490752 0.955277 -15.6321
0.950539 1.17309 -2.87841	0.497271 0.3961 -0.937442	0.672682 1.1393 3.06542	0.501943 1.22874 -3.86356
0.255493 1.12987 3.50556	0.47743 0.176342 -3.59549	0.44956 0.739954 -0.286982	0.518601 1.03325 -1.16003
0.35188 0.307784 -0.148499	0.369239 1.45617 0.603397	0.729494 1.56922 -1.78834	0.481934 0.948951 -3.33765
0.144175 0.437609 -32.7636	0.637645 0.412553 0.0469423	0.472263 0.779344 -1.09517	0.484376 0.94865 -0.200017
0.740137 1.31892 -0.161511	0.450192 0.628112 1.53612	0.589101 0.454715 -0.203517	0.462449 1.24338 2.18009
0.284548 4.11589 -0.608789	0.228072 0.650147 -1.49221	0.324513 1.58932 -0.511123	0.497319 0.874611 -0.627293
0.0208509 0.0217362 0.239915	0.891701 0.383391 -0.805923	0.570251 1.37353 -1.09399	0.499362 1.02508 -4.0535
0.563433 0.796394 0.0924627	0.718892 0.463404 -44.1951	0.465159 0.504074 0.303488	0.507444 1.0338 -0.779767
0.158784 0.639261 -8.4641	0.72112 0.434902 2.04818	0.506355 1.01057 -0.358876	0.557141 1.03047 1.82024
0.314714 0.726576 0.101628	0.347434 0.639181 2.24817	0.353425 0.66248 1.08941	0.497205 1.09898 -1.44815
0.749914 0.423686 15.4092	0.502868 3.39837 0.0653393	0.482199 1.04952 0.16499	0.489959 1.22319 2.27965
0.410437 1.57338 -0.393487	0.4268 0.875441 1.01753	0.398253 0.205348 -1.02941	0.506446 1.09625 -16.7582
0.679566 1.59014 8.20658	0.16774 1.5196 1.02847	0.500494 0.951461 -2.10022	0.495794 1.10686 -0.13238
0.410038 3.33205 0.594042	0.1619 1.46364 1.18932	0.43077 0.829045 -0.281272	0.542808 0.986969 -0.535837
0.969742 1.83709 -0.132098	0.179802 1.13966 2.86656	0.703822 0.790607 -0.440276	0.498095 0.848685 -1.83729
0.823019 0.539782 0.370184	0.406641 1.22473 0.596357	0.315996 1.11816 -1.53721	0.518341 0.910426 0.156344
0.908568 0.00563777 -12.8566	0.599632 0.250443 -8.66554	0.660354 0.95137 -6.76799	0.505693 1.24716 140.625
0.363659 2.04685 -0.543459	0.644591 0.371989 2.06745	0.494742 1.38001 -1.5311	0.556672 1.00241 0.915308
0.299975 1.62466 -1.80553	0.600981 1.06843 -2.50357	0.658746 0.742303 51.7575	0.502735 0.925936 -0.395865
0.429071 0.0841949 -40.078	0.462421 1.48797 -0.153262	0.42071 0.758915 0.872218	0.533684 1.01609 -0.736988
0.900146 5.08505 0.752891	0.648383 0.329137 -0.481782	0.635684 1.04144 -3.46246	0.496499 1.11915 -2.91074
0.0201242 2.28706 -0.545311	0.797554 1.06186 0.107067	0.486485 1.45981 3.13296	0.508229 0.993311 -1.06155
0.864673 0.336032 -0.117831	0.826264 0.697262 0.333051	0.65271 0.904695 -1.57229	0.482058 1.03356 0.477589
0.651341 1.11751 0.590215	0.602957 0.326964 19.4429	0.558405 0.686036 -0.999719	0.538021 1.03763 -3.92546
0.771444 0.224857 11.9245	0.143589 0.348013 11.7729	0.409125 1.02128 0.806209	0.498844 1.02541 4.98083
0.307832 0.596722 0.797703	0.544573 1.59065 1.64415	0.494659 1.58101 0.755719	0.499417 0.908986 -0.151259
0.334028 2.19754 0.0140789	0.377705 1.20654 -4.98442	0.473965 0.790461 -0.747505	0.495256 0.970098 -1.46392
0.540252 0.264935 -0.397366	0.629787 1.39608 0.261104	0.421368 0.655677 -0.9666	0.448433 0.921193 6.93131
0.391337 0.721616 -0.482245	0.45949 0.552573 1.01321	0.579131 0.552898 -1.33509	0.483554 1.08338 -8.67562
0.067703 0.810593 2.22953	0.395234 0.0232265 2.2033	0.493345 0.629623 -0.519538	0.473871 0.95074 -0.643408
0.198811 0.414002 0.900679	0.269938 0.138941 0.566289	0.461926 1.40514 -2.56663	0.538385 1.12468 1.23019
0.174111 1.66119 -1.96434	0.533366 0.843774 0.69854	0.462625 0.822554 0.529964	0.492102 0.960572 8.01552
0.773127 0.261335 6.32896	0.683662 0.549128 3.86941	0.290119 0.410096 -0.589208	0.50835 1.15063 1.83737
0.827896 0.578113 8.05191	0.621338 2.16527 -5.7561	0.599219 1.25755 0.17611	0.496576 1.02417 -1.4937
0.323338 2.71093 -2.14877	0.863048 0.680931 -0.658741	0.645609 0.958348 -0.00824955	0.541151 1.31877 -0.539688
0.859775 0.265119 -0.0506998	0.382027 1.26823 -0.374935	0.522833 1.77747 0.655385	0.483771 0.990139 0.412701
0.702076 0.303885 59.5725	0.220934 1.05109 -1.15995	0.570395 0.933491 3.35546	0.488926 1.16201 0.443747
0.123481 0.143582 -0.55467	0.542198 0.548043 -1.38766	0.666937 1.36083 0.0159795	0.54086 1.02404 -0.103934
0.744783 1.61343 3.27582	0.610078 0.192981 0.791473	0.365104 1.03042 -0.373692	0.431487 1.04604 0.524134
0.888267 2.03417 -0.471234	0.181091 0.838742 -0.507749	0.650637 1.44197 0.0519629	0.498979 1.01806 1.43083
0.0530677 0.420001 2.53545	0.582409 2.92381 -3.25304	0.537576 0.539345 4.62658	0.491257 0.990286 -0.0280247
0.0933048 1.04451 -0.446922	0.745875 0.978236 -20.1377	0.609601 0.684868 0.122147	0.559583 1.25105 -0.191957
0.0128375 1.92283 0.546693	0.84554 1.38793 1.05005	0.576084 1.11891 13.1752	0.474816 1.04906 1.56958
0.888459 0.94468 0.424313	0.347541 0.00150282 0.166327	0.552987 0.721068 -0.359164	0.479936 0.85671 -0.182709
0.643501 0.401753 -1.31609	0.621175 3.10659 0.85483	0.705478 1.67209 -31.238	0.49203 1.00983 -0.140656
0.608876 3.79144 -0.179925	0.178822 0.857925 2.65454	0.474187 0.803767 -1.30573	0.557424 1.01542 -0.898325
0.33433 0.790266 0.357866	0.210488 1.00336 -0.780292	0.499008 0.7273 0.0149544	0.494866 0.768537 -0.6541
0.973526 0.116044 -0.039467	0.488591 0.314409 0.0692717	0.342385 1.265 -0.0721955	0.500929 0.859226 -1.34033
0.734215 0.0870497 0.00125372	0.363033 1.95185 0.263527	0.675646 1.17696 -2.32006	0.484059 1.01502 -1.32194
0.713276 2.02753 1.44959	0.516921 0.595707 -0.874756	0.519734 0.890874 2.4225	0.49112 1.02286 3.40168
0.361429 0.928273 9.83644	0.633987 1.73889 0.154132	0.311468 0.896911 -1.62597	0.492909 0.985556 1.23143
0.141276 0.956939 -6.07306	0.0904931 0.236073 1.55793	0.553495 1.03422 -2.72148	0.560116 1.15039 1.21342
0.317551 1.38271 0.166938	0.342273 1.38979 -15.7282	0.520929 0.643744 1.06603	0.483571 0.985288 0.192807
0.68952 1.10785 0.00875495	0.586328 2.47068 -2.20066	0.43912 0.86375 -1.85452	0.534536 1.00149 -2.68417
0.817147 0.380902 0.557252	0.48996 1.94486 7.83561	0.49378 0.616791 -1.1684	0.502304 0.980515 1.32952
0.678978 0.261074 -2.01864	0.516856 0.208747 -0.205148	0.482028 0.898149 1.58843	0.534596 1.1866 0.618828
0.966273 1.8707 0.406968	0.489246 1.16453 -0.675578	0.567701 0.854896 0.575289	0.526226 0.884414 -0.156968
0.561176 0.44197 -0.854625	0.333043 1.43613 0.420644	0.633162 0.854623 -8.96279	0.495451 0.946383 -4.26
0.184638 0.88967 -0.707893	0.622682 1.0882 1.63302	0.524698 0.702454 0.192839	0.495224 1.03259 0.226848
0.700307 1.20598 1.49652	0.383756 0.726008 0.750219	0.35427 1.29977 0.745619	0.485624 1.10369 0.28383
0.578309 2.76286 -1.9518	0.628211 0.505422 -32.1155	0.357589 1.20751 -2.05211	0.558761 1.02844 0.194018
0.583568 0.475345 -1.21508	0.445558 2.67434 -1.76909	0.588796 0.68807 0.668758	0.500923 1.06711 -1.1253
0.512333 1.06342 0.723615	0.383356 1.34721 -2.35387	0.485793 0.98405 0.0542882	0.478422 0.927488 2.81684
0.127316 1.29094 -1.02011	0.421845 2.78735 -0.0796505	0.566094 0.956088 0.569666	0.490849 0.954065 1.65301
0.127258 0.0155185 0.207609	0.530644 1.64633 0.330155	0.418728 0.771564 -0.519575	0.543112 1.21811 19.5974
0.547797 0.315749 -0.452647	0.715445 1.32873 -1.74984	0.631027 0.633996 -6.85409	0.528115 0.872048 -1.22165
0.839399 0.220764 -53.8558	0.144455 0.423198 -1.36513	0.369809 1.16836 0.614188	0.504942 1.01229 -0.529407
0.300715 1.02961 1.17359	0.853683 1.14123 0.0207095	0.435781 0.419668 5.61416	0.510445 1.03441 -0.291178
0.273198 0.641491 -0.242615	0.730911 1.17918 -1.33455	0.50085 0.552637 -0.510474	0.439914 0.98288 -5.74975
0.134745 3.5658 3.13335	0.576164 0.222165 -0.61408	0.311316 0.938544 -0.549652	0.457457 1.20543 -0.719055
0.877968 2.47614 0.157243	0.457724 1.12456 -1.04149	0.399987 0.7771 -0.92786	0.488617 1.01665 -1.26618
0.490619 0.0374489 -9.75678	0.107434 0.815081 -0.820115	0.495411 0.791227 0.126835	0.504016 0.939621 -22.2545
0.127144 0.674526 1.43914	0.947953 0.20582 -1.86749	0.52767 0.646582 -0.222487	0.468232 1.00705 16.1571
0.670993 1.34876 2.23304	0.490891 0.418469 0.987725	0.463059 1.27775 -2.1708	0.495011 1.04698 -0.210543
0.171625 0.978762 1.40288	0.595948 1.48293 -1.02517	0.354088 1.00933 -1.00824	0.428254 0.963072 -1.90801
0.576515 1.04901 1.07321	0.856082 1.74434 -2.06924	0.501087 0.669467 -2.9228	0.475151 0.983114 0.858998
0.788869 0.311755 0.857739	0.4683 0.667647 0.412613	0.494299 0.800138 0.892512	0.498411 1.00901 0.193035
0.408222 0.010776 -0.182635	0.465598 0.198564 -1.62463	0.497753 0.722948 1.34592	0.470925 0.912454 1.02024
0.973958 0.537916 -2.18766	0.667822 0.246077 1.47464	0.548562 0.92521 -0.674598	0.448371 1.00381 2.0675
0.415437 1.07227 10.7598	0.414259 0.719713 1.32064	0.572702 1.00431 -0.506566	0.550491 0.98882 -0.412291
0.653868 0.35231 0.378626	0.232516 0.965475 5.17179	0.586598 1.34558 -0.297561	0.494918 1.09071 -0.36189
0.733573 0.097372 3.43888	0.444102 0.227624 -0.0564624	0.533429 0.69345 0.470998	0.500845 0.847607 1.15212
0.265548 2.08305 0.526604	0.319476 0.965961 2.34233	0.675021 0.606031 -4.42767	0.473359 1.14701 0.145677
0.422986 0.325943 2.4864	0.442765 0.961069 0.519221	0.379446 1.2875 1.43859	0.510204 0.979459 2.33502
0.54186 0.0213243 0.698017	0.628819 0.539638 0.567136	0.623631 0.48034 -1.5209	0.496044 0.882393 -0.00726617
0.78817 0.275114 -4.74972	0.697269 0.262303 1.72802	0.439903 1.07955 0.120851	0.547161 1.08294 27.1578
0.580381 1.23559 -2.15316	0.235413 0.141539 0.996872	0.492903 0.666097 -2.2212	0.501945 1.14615 0.777107
0.811246 0.352036 1.78091	0.703816 0.107581 2.61877	0.367694 0.98841 -189.081	0.50672 0.961763 0.932644
0.0359433 0.212613 -0.0980463	0.634414 0.443099 -1.88489	0.423579 0.782378 -1.43734	0.517352 1.01486 0.688229
0.998316 0.595376 1.80077	0.549018 0.748284 2.78534	0.453354 1.25014 -0.161088	0.506959 0.853642 -0.0224649
0.289705 0.711573 -0.743726	0.725857 2.01264 0.02099	0.568918 0.950871 1.44471	0.488839 0.927917 -14.063
0.0751411 2.43247 2.95513	0.278043 0.412898 1.224	0.583409 0.782879 -0.815424	0.488623 1.04182 0.0405166
0.106831 4.03029 1.10935	0.456739 2.60307 0.516426	0.467697 1.19244 -0.58977	0.485734 1.13422 -0.0285695
0.589 1.1021 7.15028	0.387249 0.403501 0.784188	0.355715 2.40142 -0.660452	0.513565 0.952154 2.92657
0.558202 1.38146 21.8808	0.636717 0.578534 1.30005	0.515613 1.03792 0.316504	0.53043 1.04903 1.13898
0.665188 0.891117 1.52503	0.197202 3.38618 1.44508	0.471649 0.781087 0.102321	0.516556 1.0792 -22.4652
0.167431 1.15786 0.501747	0.213573 2.06438 1.11541	0.586124 1.0824 0.821265	0.480968 1.1194 -0.0621412
0.738419 0.962388 4.40997	0.388286 1.79665 -0.697499	0.532328 1.01741 -0.251275	0.508535 0.977143 0.694016
0.927781 0.0180131 0.944401	0.642581 0.645202 -0.676574	0.418073 0.658536 -1.92764	0.491409 1.02978 7.35642
0.456779 2.18211 -2.11372	0.36456 0.96027 -0.322043	0.641242 0.974734 9.39086	0.488029 1.10386 -0.984287
0.665428 0.5466 -0.864912	0.452665 0.106598 -0.844353	0.513566 0.662281 -0.755555	0.501625 1.14199 -0.516071
0.538011 1.21695 -0.955824	0.738889 0.987915 -1.22316	0.514287 1.05844 -3.48831	0.500994 1.05124 -0.102926
0.201307 0.275964 -3.756	0.182399 0.324383 10.2492	0.349531 0.877576 -0.663935	0.479195 0.926624 -24.1622
0.407313 1.08749 0.729039	0.42787 0.362293 1.46061	0.463158 0.855022 -1.59563	0.507994 1.01257 -3.4068
0.649985 1.34343 -0.551581	0.448256 1.47279 -0.899755	0.562086 0.86576 1.04954	0.472234 1.28171 0.88112
0.143644 1.71999 -0.296658	0.37036 0.75897 -0.347729	0.779849 0.794495 18.03	0.531169 1.07583 7.75761
0.513391 0.0172734 33.9584	0.371702 0.301029 0.45681	0.463352 0.602562 -1.05586	0.483039 1.12694 4.83487
0.622178 0.150233 1.67693	0.437813 1.51803 1.87272	0.526573 0.665947 -0.169014	0.532069 1.02532 -0.623673
0.38654 3.91286 18.9627	0.723599 0.107574 0.468219	0.432478 1.15543 -2.8692	0.538548 0.969162 0.645896
0.645396 0.208389 0.549133	0.324743 0.422555 1.20421	0.532291 1.9017 -0.139176	0.455021 1.38245 -1.52722
0.928432 2.18942 -0.362207	0.674453 1.00269 -35.2181	0.510599 1.09498 -6.46767	0.484687 1.07818 0.232814
0.524388 0.112138 -0.288453	0.167774 0.852333 -3.35599	0.507101 1.10705 -0.642189	0.529281 1.14825 -0.950888
0.953189 0.731022 -27.712	0.635291 0.546644 -0.622544	0.534883 1.51642 1.65787	0.487807 1.07228 -2.23363
0.356888 0.382555 1.45604	0.85358 1.01922 1.07495	0.689515 0.705341 -1.1057	0.546823 0.84802 1.73852
0.0562452 0.54285 -1.38347	0.941815 0.874712 -0.271806	0.56907 0.62709 0.0341741	0.507455 0.794519 -2.12288
0.692616 0.660396 -21.212	0.388762 0.173917 -0.04204	0.607124 0.806724 -1.06348	0.45121 1.13173 -0.426379
0.21398 0.120798 2.11057	0.61694 0.0911736 3.47324	0.413559 1.02833 59.9823	0.460867 0.888359 -8.26023
0.948223 0.476724 1.19843	0.205152 0.457422 0.413866	0.513717 1.18854 -3.36433	0.586581 0.836313 1.6272
0.700673 0.49886 0.539745	0.624369 0.496119 -0.526699	0.481472 1.4442 -9.41503	0.440627 0.991402 -0.394787
0.606669 0.948163 3.04709	0.186277 2.37401 0.586454	0.508629 0.803522 -0.404572	0.524397 0.929866 -26.3764
0.978362 0.0824707 0.56467	0.816435 1.33368 3.30402	0.56992 1.12903 0.0177294	0.493063 0.960185 -34.768
0.542836 0.741348 0.442957	0.286612 0.294273 -0.88199	0.377375 1.23002 3.40105	0.459157 0.932823 -7.69565
0.852984 0.969225 -0.344326	0.538504 1.1469 -0.646306	0.387043 0.860919 -1.8314	0.486012 1.04531 -1.11959
0.582427 0.32902 -0.381602	0.0738803 0.515916 -1.47918	0.434419 0.75888 -0.0107786	0.492909 0.918879 1.73211
0.340323 0.209323 -3.74101	0.372789 0.160377 2.90633	0.552171 1.62305 2.36457	0.520697 0.990507 1.55614
0.398225 0.233562 2.65322	0.492877 2.32027 -0.656096	0.504792 0.987538 3.23864	0.521981 0.959074 0.309852
0.0248552 0.123193 1.03478	0.516951 0.981721 -4.173	0.39273 1.02327 -0.602691	0.523566 1.16307 -0.229354
0.810835 1.10469 -0.744126	0.701194 1.07279 -0.223277	0.644055 1.5976 -2.21733	0.507915 1.16514 0.529891
0.932528 0.865904 1.93353	0.465225 0.738686 0.490129	0.529097 0.729436 -1.46744	0.470003 1.06168 2.42827
0.829838 0.928787 0.123559	0.474617 1.48607 -3.38807	0.446397 0.688913 -0.709691	0.508224 1.06943 1.15906
0.319351 0.506498 0.836489	0.597627 0.628833 -0.393408	0.46668 0.95984 -4.01277	0.51294 1.12907 0.899162
0.014447 0.454378 -82.6106	0.872037 0.393418 -0.0264797	0.396323 0.522473 2.93141	0.491163 0.992959 -8.65725
0.385898 0.667599 -1.49856	0.528949 0.161076 -0.0981589	0.589785 0.671757 -0.186381	0.525494 1.04636 0.425671
0.758958 0.270342 -1.54622	0.473153 0.360409 -1.24624	0.435971 0.820794 3.1491	0.532294 1.00789 -29.7739
0.315176 0.0778855 0.144596	0.604173 1.14941 -1.51895	0.648571 1.34878 -2.20282	0.447825 1.02795 -2.98933
0.833636 0.283218 0.448092	0.381353 0.496829 0.494419	0.490522 1.66024 0.751647	0.489232 1.00946 2.19636
0.878202 1.32609 -4.02353	0.168705 2.4672 1.12528	0.410256 0.890889 -0.477193	0.554532 0.94335 -2.14206
0.718078 2.67805 1.37966	0.580531 0.910085 -0.540898	0.448941 0.699511 2.67164	0.564554 1.21332 0.718031
0.0612202 1.06747 4.80143	0.545827 1.18022 2.69014	0.557999 1.08018 3.72867	0.459977 0.980429 -0.650274
0.842206 0.990887 1.82537	0.347579 1.93605 -0.794785	0.554308 0.586544 -1.85842	0.465424 1.06765 -0.351997
0.979625 0.422707 -0.707511	0.81298 1.43496 -0.221509	0.402234 0.941283 -1.97537	0.485026 0.961592 -0.236966
0.786048 1.8613 1.1454	0.388533 2.05058 -1.5268	0.422853 0.979071 -0.471283	0.422117 1.07523 1.5887
0.735122 0.948634 1.24861	0.713427 0.157046 -0.000991246	0.443867 0.754848 -0.0699869	0.489801 0.936263 -3.39681
0.914635 0.614915 2.01727	0.260045 0.362314 -3.99728	0.576325 0.738532 2.53015	0.526182 1.13336 12.4044
0.721138 0.911466 -0.318623	0.538409 1.46377 -5.18976	0.408462 0.928679 1.02735	0.563114 0.861255 -0.361079
0.111573 0.0448273 0.53622	0.47082 0.11325 -1.9941	0.419095 1.55657 24.7216	0.502601 1.01766 1.43436
0.0203453 0.679159 0.217423	0.172625 0.382754 3.60615	0.654438 1.20683 -0.734543	0.510356 0.926629 -0.754605
0.52637 1.00969 -0.560592	0.37899 0.128762 1.26562	0.487301 1.39801 -0.761833	0.5189 1.03868 -0.672615
0.0536817 3.16267 -1.49586	0.255685 1.51785 -1.35854	0.533232 1.19554 -2.65029	0.487713 0.927602 -0.00103246
0.184987 0.215941 0.843346	0.497908 0.469037 0.650274	0.497917 1.21136 -1.68972	0.497719 1.09374 0.351203
0.428777 0.687548 -0.201689	0.554559 0.745164 0.863538	0.419443 1.00516 1.94995	0.481662 0.990568 0.00705739
0.12272 0.866637 7.60624	0.418733 0.937096 2.28884	0.473764 0.932052 -0.561641	0.438013 0.99932 0.401315
0.732167 0.630171 0.101086	0.584952 0.583835 0.193725	0.495979 1.19499 -8.90066	0.468805 0.961785 -12.4704
0.508476 0.0581644 -0.494407	0.515107 1.25774 1.24462	0.546769 1.10187 2.97684	0.523574 0.899676 0.410439
0.786577 0.0962388 2.46581	0.118484 0.555051 0.263367	0.522328 0.976134 0.0791334	0.482189 0.95627 -6.19018
0.755467 0.0646096 0.634779	0.6125 0.585086 2.10877	0.564009 0.82999 -1.88693	0.516222 1.20291 -2.585
0.716656 4.99223 0.860453	0.26042 1.12179 0.912459	0.270034 1.25083 1.74615	0.466346 0.940781 1.43225
0.874117 0.65652 -0.963512	0.519069 0.671656 2.14866	0.644934 1.07476 -0.599563	0.474548 0.843015 -1.15747
0.275261 0.629439 0.520332	0.510059 2.69311 0.878523	0.502475 0.942265 7.90554	0.4944 0.929254 0.412745
0.229943 1.22924 -2.08421	0.300405 1.23424 0.0317935	0.5564 1.87177 -0.554137	0.457751 0.902608 1.75159
0.970751 1.30677 4.47559	0.790636 0.561333 -1.48706	0.417832 1.88226 -2.46908	0.496656 0.979601 1.70612
0.0736384 0.853072 -2.05152	0.449012 0.968939 -4.45319	0.565407 1.14792 -3.017	0.527636 0.891875 0.62026
0.861639 2.39678 -1.30613	0.463218 2.25766 -4.93169	0.363925 0.915792 -0.295684	0.551212 1.12211 -0.42643
0.656032 0.90689 -0.0324015	0.600018 0.874555 1.6286	0.365576 0.59246 -4.61684	0.470493 0.959504 5.08427
0.0601169 0.0772871 -1.71448	0.362572 0.663455 -0.696824	0.558109 0.985907 -4.07246	0.503182 0.800473 -4.7537
0.926164 2.03461 3.24073	0.564187 1.20153 -0.510266	0.407949 0.911387 0.400277	0.544126 1.07411 -5.67852
0.96212 0.362082 -0.0404639	0.892773 3.18981 -2.04174	0.478864 0.542968 -0.971283	0.470273 0.929521 -0.591172
0.837519 1.15694 0.014443	0.511939 0.659231 8.64772	0.442588 0.882536 -2.60229	0.523932 0.97437 1.48847
0.186842 1.54928 1.02246	0.614411 2.65977 -0.557062	0.49981 0.720086 2.44388	0.498494 1.04156 -2.73429
0.319308 0.399632 -0.596209	0.409616 0.290719 -5.53329	0.725196 0.633308 1.69406	0.425482 0.911815 -0.563679
0.790416 0.3733 23.6547	0.399107 2.78997 -1.03334	0.660849 0.769668 0.850718	0.542907 1.26896 8.25552
0.804878 0.242719 0.437977	0.480773 0.929419 1.68527	0.480465 0.920513 -0.736601	0.569708 1.18004 0.0358795
0.681258 0.576865 -1.13046	0.413614 0.196108 -2.15703	0.551697 0.791371 -0.194746	0.504406 0.933296 -0.126924
0.219869 0.427776 1.15779	0.677592 0.789138 0.0339207	0.546691 0.670565 20.5002	0.500312 0.99274 3.87672
0.273131 0.485517 -2.15335	0.655531 0.658835 3.09757	0.644464 1.00027 -0.530729	0.514615 1.02602 -1.88268
0.0926819 0.972041 0.198664	0.474852 0.125614 0.0533778	0.347174 0.836185 2.33663	0.521707 1.07587 -0.0929811
0.924128 1.98743 -0.119649	0.663604 0.798273 -0.253771	0.465799 0.82523 -0.760986	0.497076 0.925457 -2.1353
0.934315 1.60457 0.0817264	0.752902 0.502247 0.564321	0.623654 0.875084 2.05414	0.539294 1.10017 3.48951
0.64407 0.456992 13.9484	0.473122 1.05241 1.50876	0.444823 0.941021 1.54921	0.474005 0.884374 2.24041
0.33628 0.706759 0.235294	0.566025 0.952014 -7.51214	0.493425 0.497774 -3.53232	0.512547 0.964146 -7.11243
0.0694989 0.964803 0.469729	0.424084 0.288399 -0.682319	0.497138 1.37512 4.42532	0.453979 1.06067 8.46509
0.303982 0.743831 -0.0487922	0.085218 0.358654 -31.6053	0.510299 0.899221 0.398014	0.51494 0.998545 2.34326
0.0230603 0.453671 -1.36782	0.537042 0.706473 -2.26747	0.682051 1.25548 1.71306	0.517021 0.968061 -7.30483
0.321403 0.840081 -1.58027	0.283822 1.6275 1.26688	0.563206 1.01136 -0.65144	0.523332 1.19716 1.70201
0.631747 0.516928 -1.09387	0.766753 0.736361 -0.14718	0.361319 1.47498 -0.298203	0.49962 0.935812 -0.832239
0.929034 0.036373 1.2303	0.262545 0.459133 -1.59125	0.365456 0.661612 -5.06943	0.493063 1.01286 0.458004
0.345159 1.77468 1.943	0.882594 0.651583 -0.195367	0.442586 1.10645 -9.50753	0.523357 0.952859 -1.09628
0.829431 1.73712 -0.727379	0.18623 0.633254 -0.932123	0.490432 0.671063 4.03278	0.513553 0.841748 -0.532048
0.307663 2.00485 -0.0961624	0.799881 0.872136 -0.959265	0.545833 1.44741 0.476713	0.516856 1.01999 1.99185
0.259066 0.0642985 -0.890619	0.265097 1.5748 -4.56188	0.501229 0.968392 -2.88987	0.492835 1.16656 12.1108
0.0465648 0.143683 -17.6981	0.628451 0.573117 -2.58103	0.510892 0.958631 0.327703	0.441912 0.959346 1.34464
0.200815 0.777874 0.981934	0.632338 0.50893 -2.08224	0.495561 1.31533 1.10613	0.518018 0.967431 0.737962
0.612999 0.12655 -2.00089	0.681949 1.03371 1.47012	0.480129 0.76588 -40.0221	0.470714 1.0391 -0.965781
0.702891 2.28945 2.40183	0.859451 0.714009 -1.29011	0.523397 1.1782 0.984956	0.502295 0.864195 1.10673
0.768288 0.766 -0.228315	0.308748 0.89612 1.58838	0.341842 0.778859 0.965336	0.442186 1.0237 -0.79354
0.366621 1.22051 -1.93407	0.660026 0.644639 6.77402	0.501463 1.43234 -0.551178	0.457669 1.00182 0.0557513
